id,name,host_id,host_name,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,reviews_per_month,calculated_host_listings_count,availability_365
3781,HARBORSIDE-Walk to subway,4804,Frank,East Boston,42.36413,-71.02991,Entire home/apt,162.0,29,26,0.22,1,196
5506,** Fort Hill Inn Private! Minutes to center!**,8229,Terry,Roxbury,42.32844,-71.09581,Entire home/apt,111.0,3,132,0.68,11,187
6695,"Fort Hill Inn *Sunny* 1 bedroom, condo duplex",8229,Terry,Roxbury,42.32802,-71.09387,Entire home/apt,207.0,3,135,0.71,11,74
10811,"Back Bay Apt Studio-3 blocks to Pru center & ""T""",38997,Michelle,Back Bay,42.35173,-71.08685,Entire home/apt,146.0,91,9,0.08,12,348
10813,A Brownstone -close to subway-colleges-Newbury St-,38997,Michelle,Back Bay,42.35061,-71.08787,Entire home/apt,136.0,32,5,0.07,12,288
10986,North End (Waterfront area)  CLOSE TO MGH & SUBWAY,38997,Michelle,North End,42.36377,-71.05206,Entire home/apt,87.0,32,1,0.07,12,349
18711,230B1 | The Dorset Redline | 3BR 1BA w/AC | Pvt,71783,Lance,Dorchester,42.32212,-71.06096,Entire home/apt,161.0,30,52,0.29,57,117
40601,Private room & bath - Jamaica Plain,174986,Robert,Jamaica Plain,42.31347,-71.11082,Private room,90.0,14,102,0.58,1,212
47521,"Private Room, shared bath in Victorian House/ 1",119019,Hermina,Dorchester,42.29871,-71.05954,Private room,110.0,29,334,1.89,7,360
60029,Room in geographical heart of Hub,255183,Michelle,Roxbury,42.32546,-71.08894,Private room,80.0,29,145,0.84,1,269
67774,Corner 1 bed facing Golden Dome,26988,Anne,Downtown,42.35689,-71.06206,Entire home/apt,195.0,91,49,0.33,6,257
77681,Waterfall Room: Bunker Hill B&B,416912,Christiane,Charlestown,42.37865,-71.06373,Private room,140.0,29,71,0.43,1,365
77691,Private room in Victorian house,119019,Hermina,Dorchester,42.29871,-71.05954,Private room,95.0,29,304,1.78,7,364
163941,Fort Hill Inn  2 bed Duplex ApT!  Location!,8229,Terry,Roxbury,42.32806,-71.09423,Entire home/apt,192.0,3,297,1.8,11,99
179244,Beautiful room with private bath/#2,119019,Hermina,Dorchester,42.29871,-71.05954,Private room,67.0,29,110,0.67,7,134
184893,City Oasis/sleeps 4 near historical sites,887148,Dawn,Charlestown,42.37823,-71.06778,Entire home/apt,213.0,91,0,0.0,3,90
197727,"Great Boston neighborhood , Jamaica Plain",964356,Jill,Jamaica Plain,42.31331,-71.12061,Private room,50.0,30,64,0.39,1,172
197972,Serene Studio in a Perfect Location,965697,Kristina,Jamaica Plain,42.31533,-71.11025,Entire home/apt,107.0,3,537,3.29,2,66
205894,Large bedroom in Victorian House/Room D,119019,Hermina,Dorchester,42.29871,-71.05954,Private room,95.0,29,217,1.32,7,358
210097,Treetop Haven in the City,1035747,Maria Elena,Jamaica Plain,42.31685,-71.10867,Entire home/apt,106.0,3,314,1.91,1,143
220676,Private room off the Freedom Trail.,1144302,Howard,North End,42.36614,-71.05226,Private room,214.0,3,346,2.11,1,107
257588,BOSTON LUXURY FOR LESS!! NEAR BCEC,1355344,Meri,South Boston,42.33255,-71.04125,Entire home/apt,318.0,2,512,3.32,1,197
297994,Your cozy stay in South Boston,1536237,Albert,South Boston,42.33583,-71.05271,Entire home/apt,190.0,3,67,0.42,1,57
315982,"Beautiful Townhouse, 2 BR & 2 Bath",119019,Hermina,Dorchester,42.29871,-71.05954,Entire home/apt,230.0,29,121,0.76,7,350
377474,Cozy Room in Beautiful Victorian House /E,119019,Hermina,Dorchester,42.29871,-71.05954,Private room,50.0,29,100,0.65,7,317
447826,"Sweet Little House in JP, Boston",2053557,Hilary,Jamaica Plain,42.31658,-71.11012,Private room,75.0,5,416,2.68,1,193
533152,230B4 | The Penthouse Redline | 2BR 1B w/AC | Pvt,71783,Lance,Dorchester,42.32212,-71.06096,Entire home/apt,66.0,30,63,0.47,57,191
579605,230B3  | The Mayhew Redline | 3BR 1B w/AC | Pvt,71783,Lance,Dorchester,42.32212,-71.06095,Entire home/apt,153.0,30,58,0.38,57,156
601750,145R1 | The Redlands 1 | 2BR 1BA w/AC | Private,71783,Lance,West Roxbury,42.29061,-71.15293,Entire home/apt,192.0,30,0,0.0,57,363
611081,Houseboat in Boston Harbor,3029783,Deborah,Charlestown,42.37579,-71.04981,Entire home/apt,152.0,2,123,1.19,3,274
619142,Getaway in Historic Charlestown,501427,Joe,Charlestown,42.377338,-71.063095,Entire home/apt,175.0,3,189,1.23,1,84
646087,1 Bed in Charming Southie Townhouse near BCEC,3236611,Ingrid,South Boston,42.33451,-71.04983,Private room,271.0,2,8,0.08,1,170
708802,Boston / Charlestown Apartment,3648427,Gerard  And Marie,Charlestown,42.37826919555664,-71.06332397460938,Entire home/apt,207.0,2,492,3.25,1,189
743211,Unique Find: At Home in the City!,2796082,Margaret,Jamaica Plain,42.30833,-71.11456,Entire home/apt,689.0,3,87,0.6,2,240
750438,"Private room for 1 person, separate private bath",3945438,Lisa,Jamaica Plain,42.30733,-71.11129,Private room,90.0,2,297,2.07,1,211
753446,6 miles away from downtown Boston!,3962517,Sami,Roslindale,42.28573,-71.12334,Private room,55.0,91,142,1.23,1,365
801680,Fort Hill Inn -Cool Space-BOSTON'S BEST-1 bedroom,8229,Terry,Roxbury,42.32795,-71.09412,Entire home/apt,161.0,3,74,0.49,11,121
820073,"Modern Loft, 1700 SqFt. Location!",1911807,Kelly & Chris,Downtown,42.3558,-71.06104,Entire home/apt,431.0,2,210,1.45,2,327
849408,"Perfect & Practical Boston Rental (1,500+ sqft)",4434391,Damon,Roslindale,42.29038,-71.13919,Entire home/apt,359.0,5,109,0.8,2,135
891661,GORGEOUS WATER FRT NORTH END STUDIO,4737456,Paolo,North End,42.3665,-71.05296,Entire home/apt,109.0,29,614,4.21,1,181
894539,Private room in house,4762495,Jennifer,Roslindale,42.29017,-71.13169,Private room,82.0,29,63,0.45,2,289
962610,Convenient Boston Hotel Alternative,4434391,Damon,West Roxbury,42.29175,-71.14096,Entire home/apt,165.0,5,104,0.73,2,0
973695,Best Location Luxury Beacon Hill North End Condo,1760577,Claire,Downtown,42.359764099121094,-71.06116485595703,Private room,158.0,91,61,0.44,1,365
989163,"The Dalton - The Upton Boston, South End",5430185,Laura And Olivia,South End,42.34308,-71.07316,Entire home/apt,213.0,2,86,0.61,7,173
1071235,Cozy JP Studio-Great Location!,965697,Kristina,Jamaica Plain,42.31653,-71.11049,Entire home/apt,122.0,3,387,2.68,2,93
1090545,ExclusiveBackBayBostonCtr-EntireFloorBrick townhse,1984434,Irene,Back Bay,42.34475,-71.08204,Private room,204.0,29,117,0.82,1,364
1109224,4 bedroom Victorian Condo unit,1531239,Lita,Jamaica Plain,42.32004,-71.11185,Entire home/apt,441.0,2,94,0.67,1,255
1130279,"North End 3 BR Condo - Spacious, Perfect  Location",2494599,Patricia,North End,42.36489,-71.05198,Entire home/apt,429.0,2,177,1.23,1,162
1275498,"The Washington - The Upton Boston, South End",5430185,Laura And Olivia,South End,42.34294,-71.07304,Entire home/apt,252.0,2,114,0.81,7,154
1303261,Historic Beacon Hill,2120816,Larry,Beacon Hill,42.35714,-71.06968,Entire home/apt,397.0,91,23,0.17,1,358
1327725,Modern 2 BR in Brighton with Parking,7205617,Mikhail,Brighton,42.346,-71.1399,Entire home/apt,133.0,4,323,2.28,1,54
1425973,Historic brick Victorian row house,1015632,Viktoria,South End,42.34164,-71.07964,Private room,449.0,28,39,0.28,1,179
1445064,Bright Sunlit bedroom near MGH labs/Downtown,4724006,Rosalia,Charlestown,42.38017,-71.06236,Private room,59.0,29,118,0.84,1,155
1545185,Large Studio Apt w/ Full Kitchen & Bath + Parking!,697401,Nick,Brighton,42.34873,-71.15693,Entire home/apt,118.0,2,270,1.94,4,122
1596664,"Fort Hill Top - 2Bk Private room,  brick townhouse",8513158,Kevin,Roxbury,42.3256,-71.09413,Private room,54.0,30,26,0.31,3,222
1644031,Large Private Bedroom & Bathroom by the Seaport,79583794,Joshua,South Boston,42.33835,-71.0472,Private room,106.0,1,581,5.27,1,28
1682936,Charming 2 level Apartment,8898973,Adriana & Gianni,Roxbury,42.32382,-71.09641,Entire home/apt,115.0,30,236,1.76,4,249
1692573,Urban oasis trendy JP 'hood - suite,8814724,Kelly,Jamaica Plain,42.31293,-71.11527,Entire home/apt,170.0,2,309,2.23,1,278
1721016,Quiet Sunlit Attic Studio,7723912,Fj,Roslindale,42.28639,-71.13199,Entire home/apt,93.0,29,12,0.11,2,264
1724900,Charming sunlit house in Boston,7723912,Fj,Roslindale,42.28447,-71.13301,Entire home/apt,215.0,29,44,0.32,2,348
1732804,Private room/ MUST LOVE DOGS,9090219,Thomas,Dorchester,42.29009,-71.05762,Private room,54.0,1,187,1.34,1,304
1810172,Room for 2 in Rozzie - Full Bath,8834105,Rebecca,Roslindale,42.28127,-71.13304,Private room,62.0,29,47,0.34,2,73
1810397,3Bed/2.5Bath Luxury Triplex South End's Union Park,9485021,Stacy,South End,42.34279,-71.0711,Entire home/apt,985.0,5,55,0.42,1,228
1819994,"RIVERVIEWS-Walk Everywhere! Central, Safe LOCATION",9529655,Suzanne,Fenway,42.34981,-71.09476,Entire home/apt,257.0,91,2,0.02,4,362
2014651,One Private Bedroom in J.P.,2155838,Molly,Jamaica Plain,42.30593,-71.10733,Private room,120.0,91,38,0.28,1,365
2014882,1 bedroom and private bathroom,1521296,Yossi,Brighton,42.34245,-71.15758,Private room,71.0,3,339,2.59,2,115
2021483,Spacious Updated 2 Bed Boston Condo w/ Deck,10197317,Shannon,South Boston,42.3358,-71.04948,Entire home/apt,500.0,29,22,0.21,8,179
2021489,Spacious Updated Boston Room/Condo,10197317,Shannon,South Boston,42.33375,-71.04767,Private room,230.0,29,85,0.78,8,365
2126053,"Studio, w kitchenette, in owner's Beacon Hill home",10844648,Janet,Beacon Hill,42.35771,-71.06978,Entire home/apt,190.0,29,128,0.96,1,216
2183117,I bdrm in Boston/Allston/Brookline,11132354,Alla,Allston,42.34995,-71.13427,Entire home/apt,108.0,30,55,0.45,1,148
2215762,"The Clare - The Upton Boston, South End",5430185,Laura And Olivia,South End,42.342121,-71.075073,Entire home/apt,203.0,3,92,0.7,7,145
2292495,furnished 1 bed apartment copley #5,9653086,Glenn,South End,42.34125,-71.07604,Entire home/apt,130.0,33,80,0.63,6,120
2378421,Light-filled Private Suite on Beautiful Street,12150111,A And L,Jamaica Plain,42.31146,-71.11947,Entire home/apt,179.0,2,193,1.45,1,113
2381143,Sunny 1 Bedroom,12165186,Masha,Brighton,42.34391,-71.15628,Entire home/apt,75.0,91,11,0.09,3,196
2410846,"Sunny Beacon Hill, corner unit top floor",3137257,Local Furnished,Downtown,42.35702,-71.06168,Entire home/apt,174.0,91,37,0.28,1,171
2495047,"The Tremont - The Upton Boston, South End",5430185,Laura And Olivia,South End,42.34309,-71.07316,Entire home/apt,220.0,2,89,0.7,7,157
2526773,Charming comfort 1 BR / Studio,12165186,Masha,Brighton,42.34272,-71.15672,Entire home/apt,67.0,91,18,0.14,3,68
2701124,Charlesview Suites Back Bay,13822322,Varouj,Back Bay,42.34492,-71.08482,Entire home/apt,280.0,29,74,0.58,1,365
2754975,Perfect Location to Explore Boston,6885890,Jonathan,Beacon Hill,42.35902,-71.06296,Entire home/apt,150.0,365,99,0.76,1,167
2864688,Beautiful 3 bedroom 2 bath apt in Charlestown,887148,Dawn,Charlestown,42.38148,-71.06967,Entire home/apt,270.0,91,0,0.0,3,365
2886933,BEAUTIFUL SINGLE FAMILY VICTORIAN in Hyde Park!,13776857,Katy,Hyde Park,42.26043,-71.11766,Entire home/apt,247.0,2,134,1.02,1,17
3164650,2bd APT 20min from Downtown Boston,16052189,Jonathan,Hyde Park,42.23533,-71.13256,Entire home/apt,124.0,29,38,0.29,11,196
3193484,2 Minutes Walk  to the Red Line!,16186589,Marie,Dorchester,42.28814,-71.06889,Private room,65.0,30,13,0.11,27,364
3229255,1bd Boston apt - Convenient & quiet,16343599,Ella,Roslindale,42.28657,-71.13236,Entire home/apt,135.0,2,192,1.48,1,203
3294152,"Garden Suite near subway, beach",9898255,Jessica,Dorchester,42.31281,-71.06098,Entire home/apt,131.0,2,260,1.99,3,187
3316049,Beautiful Junior 1-bedroom apartment,16742781,Jerry,South End,42.34512,-71.06492,Entire home/apt,196.0,91,0,0.0,1,179
3343428,"AKBrownstone: custom-built, park garden view by T",11228809,Jonathan,Roxbury,42.32811,-71.09157,Private room,111.0,2,474,4.23,6,51
3539510,230B2 | The Roseclair Redline | 3BR 1B w/AC | Pvt,71783,Lance,Dorchester,42.32213,-71.06094,Entire home/apt,158.0,30,31,0.24,57,46
3602379,"Modern, Spacious 1BR for 4 - Easy Marathon Access!",18150109,Alex,Roxbury,42.32843,-71.09369,Entire home/apt,139.0,2,319,2.51,5,0
3656168,Parking Close 2 Downtown Renovated,18517776,Huggy,Roxbury,42.31676,-71.08,Private room,38.0,91,6,0.05,31,365
3672942,Private Boston Antique Suite,18641942,Loretta,West Roxbury,42.27242,-71.16573,Entire home/apt,148.0,2,6,0.63,1,2
3705824,Small Rm +walk-in closet Easy to Longwood/Downtown,18517776,Huggy,Roxbury,42.31676,-71.08,Private room,35.0,91,0,0.0,31,365
3957602,"Entire 2nd floor, skylight suite is all yours!",2127414,Katharine,Jamaica Plain,42.31016,-71.10582,Private room,88.0,29,129,1.01,1,60
3965313,Minutes to Boston-Near Beach 69-1,20551003,May,East Boston,42.38679,-71.00271,Private room,42.0,91,90,0.92,1,90
3968797,Sunny bedroom in large quiet house,4762495,Jennifer,Roslindale,42.28969,-71.13183,Private room,78.0,6,73,0.6,2,254
3969526,"Your Sensational South End - 2BR, no stairs",5408229,Liesl,South End,42.33765,-71.07434,Entire home/apt,169.0,29,361,2.82,1,104
4000384,Sunlit room with private bath,10910804,Evelyn,Jamaica Plain,42.31826,-71.09956,Private room,128.0,2,226,1.76,1,182
4089940,2BR North End Apt,20857768,Compass,North End,42.36721113952561,-71.05260243826824,Entire home/apt,229.0,9,61,0.48,16,20
4090224,Sanitized Modern 3BD private home-near BCEC,17783651,Tiffany,South Boston,42.3357,-71.05395,Entire home/apt,342.0,1,1076,8.47,1,152
4119345,Airy new apt for 2-6. Near subway. Free parking.,1414385,Woodruff,Jamaica Plain,42.31063344940129,-71.10855891982172,Entire home/apt,240.0,2,58,0.47,1,266
4173285,"Bright, cozy bedroom in Victorian",2851756,Angela,Dorchester,42.28547,-71.06799,Private room,69.0,91,14,0.12,1,268
4233242,Quiet Artist's Retreat,197327,Melissa,Jamaica Plain,42.31246,-71.10793,Private room,84.0,29,49,0.39,2,354
4263736,AKBrownstone: Master Suite park view by T,11228809,Jonathan,Roxbury,42.32971,-71.0931,Private room,112.0,2,573,4.51,6,44
4278067,Studio apart Tremont St South End #2,9653086,Glenn,South End,42.34128,-71.07607,Entire home/apt,87.0,33,79,0.62,6,73
4315439,Room Logan Airport  1/2 bathroom,22402141,Mirian,East Boston,42.38829,-71.00437,Private room,100.0,100,5,0.04,2,363
4364925,large & grand 2 bedroom South End by Copley Sq #3,9653086,Glenn,South End,42.34128,-71.07607,Entire home/apt,166.0,33,149,1.19,6,365
4364989,newly furn one bedroom by Copley #6,9653086,Glenn,South End,42.34128,-71.07607,Entire home/apt,175.0,31,88,0.73,6,259
4410765,"Grt Location, Big 3 Bed, Nr all Colleges, parking",9795590,Patrick,Brighton,42.35309,-71.14822,Entire home/apt,135.0,45,14,0.12,1,266
4460532,AKBrownstone: modern treetop skyline view by T,11228809,Jonathan,Roxbury,42.32942,-71.09149,Private room,94.0,2,457,3.63,6,60
4461613,Perfectly Located Rental Near MGH & TD Garden #13,22348222,Maverick,Beacon Hill,42.36017,-71.06346,Entire home/apt,135.0,1,222,1.86,87,149
4461846,South End Studio Perfect for Work Travel #36,22348222,Maverick,South End,42.34441,-71.07633,Entire home/apt,135.0,1,107,0.89,87,165
4461901,"Explore Newbury St, Fenway, and Chinatown Nearby,",22348222,Maverick,South End,42.34447,-71.07644,Entire home/apt,175.0,29,172,1.45,87,168
4500409,Boston’s Top Location: Newbury Street – #1,22348222,Maverick,Back Bay,42.34982,-71.08264,Entire home/apt,151.0,1,165,1.4,87,72
4560053,Fort Hill Inn Historic Beauty! Minutes to Center!,8229,Terry,Roxbury,42.32397,-71.09085,Entire home/apt,211.0,3,114,0.92,11,178
4566095,"The Upton South End, The Copley Suite",5430185,Laura And Olivia,South End,42.34301,-71.07304,Entire home/apt,202.0,120,31,0.26,7,212
4568116,AKBrownstone: cozy private studio by T,11228809,Jonathan,Roxbury,42.32967,-71.09328,Entire home/apt,146.0,2,850,6.76,6,63
4593974,Parking EZ 2 Downtown/Longwood Larg,18517776,Huggy,Roxbury,42.31676,-71.08,Private room,39.0,91,7,0.06,31,365
4593985,Parking Renovated Close to Downtown,18517776,Huggy,Roxbury,42.31676,-71.08,Private room,39.0,91,1,0.01,31,365
4614037,Boston RooftopTerrace/ 2 Bed / By Logan airport,9073339,Elisangela,East Boston,42.378693,-71.035088,Entire home/apt,170.0,1,422,3.56,3,0
4623114,South End Studio Perfect for Work Travel #46,22348222,Maverick,South End,42.34441,-71.07633,Entire home/apt,152.0,1,166,1.43,87,179
4624582,Parking Easy to downtown/Longwood,18517776,Huggy,Roxbury,42.31676,-71.08,Private room,39.0,91,4,0.03,31,365
4630071,Charming studio,12165186,Masha,Brighton,42.34341,-71.15451,Entire home/apt,60.0,91,20,0.21,3,140
4662379,Historic House modernized,24124767,Matthew Brenden,Brighton,42.34765,-71.15509,Entire home/apt,193.0,3,211,1.69,2,236
4699828,Charming Victorian Furnished Home,19466495,Barbara,Hyde Park,42.2563,-71.12762,Entire home/apt,193.0,2,113,0.94,1,248
4737304,Cosy Celtic Retreat,24158689,Deborah,Brighton,42.35111,-71.16529,Private room,58.0,91,29,0.24,1,364
4755586,One Sweet Place (A) managed by Andrea,24532370,Andrea,Mattapan,42.27667,-71.08169,Private room,25.0,30,24,0.28,4,73
4765070,Studio w/ private entrance and bathroom,24584716,Katty,Jamaica Plain,42.32352198858505,-71.10688328334862,Entire home/apt,93.0,4,428,3.45,1,218
4909590,"ALLSTON LOADED STUDIO: Steps to BU, BC & hospitals",25279966,Vj,Allston,42.34838,-71.13163,Entire home/apt,107.0,250,346,2.79,2,28
4917583,Large Modern 2 Bed 2 Bath across from MGH,20079643,Alexander K,West End,42.36503219604492,-71.06874084472656,Entire home/apt,307.0,30,4,0.04,11,219
5019306,Sunny Duplex Condo + Private Parking,15862012,Vicki,South Boston,42.33257,-71.02959,Entire home/apt,338.0,3,211,1.73,1,73
5048406,3rd floor room in Victorian House,26062958,Yvonne,Dorchester,42.31124,-71.06551,Private room,59.0,29,41,0.33,1,0
5049582,Quiet room - Great location!,197327,Melissa,Jamaica Plain,42.31327,-71.10811,Private room,70.0,30,36,0.3,2,297
5054601,"Large room with view on Downtown, 27 Dexter Street",26098645,Manuela,South Boston,42.33034,-71.05802,Private room,60.0,5,197,1.61,6,221
5088560,Stunning SouthEnd/BackBay Penthouse,21609039,Susan,Roxbury,42.34041,-71.08384,Entire home/apt,475.0,29,100,0.86,3,280
5166870,2 Bdrm Apt w/ tower in JP Victorian,1487352,Matt And Eva,Jamaica Plain,42.30542,-71.10409,Entire home/apt,181.0,2,469,3.82,1,225
5203538,Beautiful Townhouse Boston's South End,26917979,Jim,South End,42.34024,-71.07483,Entire home/apt,950.0,5,35,0.29,1,191
5358934,"Renovated, Quiet, Free Parking",18517776,Huggy,Roxbury,42.31681,-71.08001,Private room,39.0,91,6,0.06,31,365
5371051,Beautiful 3 bedroom Dorchester MA,27842033,Bernard,Dorchester,42.31163,-71.06351,Entire home/apt,98.0,29,266,2.35,2,141
5434353,Quiet  Beauty in Boston,9658771,Anthony,Roslindale,42.28629,-71.13839,Entire home/apt,155.0,29,25,0.22,2,365
5495267,Parking Renovated Close to Downtown,18517776,Huggy,Roxbury,42.31676,-71.08,Private room,39.0,91,2,0.02,31,365
5526487,*Fort Hill Inn: Penthouse Duplex* Close to Center,28662210,Terry,Mission Hill,42.33211,-71.09842,Entire home/apt,256.0,3,221,1.86,5,156
5526514,"Fresh! City Loft Apartment,  Minutes to Center!",28662210,Terry,Roxbury,42.3285,-71.09608,Entire home/apt,136.0,3,131,1.07,5,130
5718801,"Heart of South End, Convenient, Comfy Studio #42",22348222,Maverick,South End,42.34441,-71.07633,Entire home/apt,95.0,1,155,1.31,87,0
5726250,Boston at your doorstep!,29688938,Heather And Mike,Charlestown,42.38118,-71.06073,Entire home/apt,575.0,3,34,0.29,1,75
5746844,Share South End Multi-level Loft/ with parking,10778805,Paul,Roxbury,42.33509,-71.07847,Private room,100.0,91,9,0.08,3,364
5768819,"Near Fenway Park, South End, and Newbury St #4",22348222,Maverick,South End,42.34447,-71.07644,Entire home/apt,144.0,1,157,1.36,87,158
5781926,City sanctuary - garden terrace - ocean view,29573894,Amy,South Boston,42.33286,-71.04506,Entire home/apt,225.0,3,95,1.03,1,342
5782221,"""La Gemma"" - a gem in the North End",18601802,Gina,North End,42.36726,-71.05424,Entire home/apt,330.0,3,300,2.55,1,57
5870922,The Nantucket Room near Harvard Square,26956083,Todd,Allston,42.3605,-71.12633,Private room,56.0,3,375,3.11,7,113
5884429,"2 rms, private bath, females or grandparents only",15396970,Linda,Roslindale,42.28516,-71.13772,Private room,101.0,3,114,0.95,2,112
5927267,"Large room, wood floor, 2 windows, 27 Dexter",26098645,Manuela,South Boston,42.33034,-71.05802,Private room,60.0,5,201,1.67,6,214
5967421,The Meditation Room near Harvard Square,26956083,Todd,Allston,42.3605,-71.12633,Private room,53.0,60,179,1.49,7,175
5974886,Close to it all-private parking & red MBTA station,23856705,Christina,Dorchester,42.32431720644971,-71.0586656980579,Entire home/apt,163.0,2,27,0.23,1,13
6080461,Fort Hill Inn- Cozy Studio ApT 1.5 miles to Center,28662210,Terry,Roxbury,42.32966,-71.09597,Entire home/apt,120.0,3,144,1.2,5,162
6131224,Hidden Gem in Boston: Long Term 1 Month + Only,7303930,Lawrence,Hyde Park,42.2619,-71.11315,Entire home/apt,130.0,29,28,0.23,1,242
6214710,Small studio in GREAT location,27608437,M,Back Bay,42.35262,-71.07899,Entire home/apt,92.0,91,57,0.49,1,199
6238463,Pvt tree top suite in great location,31691830,Penny,Jamaica Plain,42.31583,-71.11448,Private room,116.0,2,372,3.22,1,91
6426364,Great city views top floor one bed #7,9653086,Glenn,South End,42.34144,-71.0763,Entire home/apt,125.0,29,85,0.72,6,365
6465075,Spacious 5BR Condo w/parking near METRO,635157,Catlin,Jamaica Plain,42.29828,-71.11048,Entire home/apt,500.0,3,218,1.83,1,293
6489209,"Large room, excellent access, 27 Dexter Street",26098645,Manuela,South Boston,42.33034,-71.05802,Private room,60.0,5,123,1.03,6,222
6544267,Urban Oasis / Apartment perfect for work & create,34227346,Kai,Roxbury,42.32932,-71.08925,Entire home/apt,142.0,3,98,1.16,1,278
6603827,Cozy private room near bus stop,34552909,Barrie,Roslindale,42.28411,-71.11693,Private room,43.0,29,16,0.14,3,362
6609546,Beautiful Waterfront Location.,34584706,George,South Boston Waterfront,42.34791,-71.04196,Private room,174.0,29,224,1.88,2,365
6746543,Cool Top Floor 1 Bedroom Penthouse,32376332,Jordan,Chinatown,42.34991,-71.06164,Entire home/apt,229.0,91,9,0.08,1,363
6758443,"Stylish Downtown Studio in the SouthEnd, C.Ave# 45",22348222,Maverick,South End,42.34441,-71.07633,Entire home/apt,101.0,1,257,2.17,87,86
6758462,"Stylish Downtown Studio in the SouthEnd, C.Ave# 43",22348222,Maverick,South End,42.34441,-71.07633,Entire home/apt,104.0,1,169,1.75,87,134
6759004,Iconic Newbury Street at Your Doorstep #10,22348222,Maverick,Back Bay,42.34982,-71.08264,Entire home/apt,142.0,1,268,2.29,87,119
6759439,South End Studio Perfect for Work Travel #26,22348222,Maverick,South End,42.34441,-71.07633,Entire home/apt,140.0,1,116,1.22,87,0
6762011,Perfect Spot Near Boston's Cultural Hub #22,22348222,Maverick,South End,42.34441,-71.07633,Entire home/apt,84.0,1,164,1.6,87,44
6763409,"Minutes to Chinatown, Boston Common & Fenway Park",22348222,Maverick,South End,42.34447,-71.07644,Entire home/apt,144.0,29,258,2.25,87,160
6780077,"Treetop and Ocean view, safe, near metro",9898255,Jessica,Dorchester,42.31392,-71.06137,Entire home/apt,160.0,2,122,1.63,3,170
6800522,"Small room Easy to Downtown, Longwood Clean Sunny",18517776,Huggy,Roxbury,42.31676,-71.08,Private room,35.0,91,11,0.1,31,365
6810723,Minutes from Boston Common & the Public Garden # 2,22348222,Maverick,South End,42.34441,-71.07633,Entire home/apt,95.0,1,142,1.52,87,94
6819620,Renovated Parking EZ to downtown,18517776,Huggy,Roxbury,42.31676,-71.08,Private room,39.0,91,5,0.04,31,365
6843795,A Fenway Getaway,23249169,Helen,Fenway,42.34512,-71.09479,Entire home/apt,139.0,91,98,0.83,1,0
6851459,"Stylish Downtown Studio in the SouthEnd, C.Ave# 31",22348222,Maverick,South End,42.34441,-71.07633,Entire home/apt,134.0,1,226,1.96,87,180
6851460,Explore Newbury Street Just Moments Away # 21,22348222,Maverick,South End,42.34441,-71.07633,Entire home/apt,117.0,1,145,1.27,87,170
6879036,Live in the Heart of Newbury Street #3,22348222,Maverick,Back Bay,42.34982,-71.08264,Entire home/apt,140.0,1,261,2.3,87,134
6882615,"Prime Newbury St Location, Walk Everywhere #4",22348222,Maverick,Back Bay,42.34979,-71.08262,Entire home/apt,148.0,1,308,2.71,87,113
6908525,"Newbury St Living –Trendy, Vibrant, Unbeatable!#12",22348222,Maverick,Back Bay,42.34982,-71.08264,Entire home/apt,148.0,1,240,2.04,87,80
6914622,"Exquisite Treetop Haven, JP Center, Driveway!",36238599,Julie,Jamaica Plain,42.30849,-71.11721,Entire home/apt,258.0,14,62,0.53,1,324
7053454,Basement apartment in Charlestown,36992931,Ryan,Charlestown,42.38239,-71.06393,Private room,170.0,91,8,0.07,1,365
7086825,Private Room near public transport,34552909,Barrie,Roslindale,42.28249,-71.1146,Private room,48.0,29,22,0.19,3,120
7093184,Easy to downtown/Longwood Free Parking Clean House,18517776,Huggy,Roxbury,42.31676,-71.08,Private room,35.0,91,7,0.06,31,365
7161203,Cozy Rm Off-Street Parking EZ 2 downtown/Longwood,18517776,Huggy,Roxbury,42.31676,-71.08,Private room,35.0,91,6,0.05,31,365
7222349,M&R - Front Bedroom Bathroom Parking - Walk to T!,7988017,Polly M,Dorchester,42.29325,-71.05707,Private room,52.0,29,154,1.34,3,182
7239024,M&R Quiet Back Room Parking Bathroom,7988017,Polly M,Dorchester,42.29348,-71.05569,Private room,119.0,29,240,2.04,3,226
7287822,Light and airy separate apt in funky Jamaica Plain,17844905,Susan,Jamaica Plain,42.31572,-71.10847,Entire home/apt,110.0,2,360,3.09,2,0
7298966,"Quiet, sunny studio, directly on the T",31289781,Dustin,Brighton,42.343,-71.14416,Entire home/apt,85.0,80,14,0.14,1,256
7310887,"Spacious 3 bed, in unit laundry, central Air",38302832,Joel,Brighton,42.34532,-71.13829,Entire home/apt,430.0,3,263,2.24,1,295
7330494,Private apartment /parking/cozy garden. STR-398119,38403389,Katarzyna,South Boston,42.33053,-71.05388,Entire home/apt,179.0,3,536,4.56,1,249
7474044,Unbeatable Location on Newbury Street #5,22348222,Maverick,Back Bay,42.34982,-71.08264,Entire home/apt,149.0,1,170,1.61,87,140
7474855,Live in the Center of Newbury St Action! #11,22348222,Maverick,Back Bay,42.34982,-71.08264,Entire home/apt,133.0,1,269,2.48,87,138
7475052,Perfectly Placed on Newbury Street #7,22348222,Maverick,Back Bay,42.34982,-71.08264,Entire home/apt,186.0,1,242,2.25,87,164
