id,name,host_id,host_name,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,reviews_per_month,calculated_host_listings_count,availability_365
35968526,2)BU/Harvard/MIT/pri bath&entrnce/freeprkng/Qn bed,18409308,Marlene,Allston,42.36138,-71.125,Private room,128.0,2,220,3.24,3,111
35988307,Downtown Loft Boston - Close to everything,105698174,Konrad,Downtown,42.34978,-71.05821,Entire home/apt,268.0,3,156,2.32,1,100
36000657,"Beautiful, Clean Room close to Train and Downtown",2707695,Roman,Dorchester,42.31471,-71.05136,Private room,68.0,29,34,0.49,3,164
36036045,Modern Efficiency Studio Awaits Your Stay!,244600805,Bay Village,South End,42.34753,-71.07052,Private room,100.0,2,90,1.31,17,272
36036766,Just Darling Efficiency Studio Awaits!,244600805,Bay Village,Bay Village,42.3492,-71.06929,Private room,72.0,2,81,1.17,17,265
36037367,Explore Boston From This Central Location,244600805,Bay Village,Bay Village,42.34802,-71.07078,Private room,100.0,2,61,0.89,17,280
36040459,Walk to Copley or Prudential & Historic Locations,102134649,Cambridge,South End,42.34666,-71.07425,Private room,179.0,120,2,0.03,1,180
36106804,"NEW! Boston Condo Near MBTA, 3 Mi to Fenway! (U2)",41266357,Frank,Roxbury,42.32078,-71.07481,Entire home/apt,167.0,3,148,2.34,4,0
36113606,3)MIT-Harvrd-BU-pri bathrm/freeprkng/Queenbed,18409308,Marlene,Allston,42.3607,-71.12675,Private room,143.0,2,249,3.68,3,131
36114933,1)Harvard/MIT/BU/Priv bath&entrnce/freeprkng/Qnbed,18409308,Marlene,Allston,42.36079,-71.12684,Private room,128.0,2,256,3.77,3,125
36165607,Spacious Boston Bedroom 02,272001812,Antonio,Dorchester,42.31163,-71.06249,Private room,58.0,29,171,2.53,7,207
36237250,"Staypineapple Boston, Back Bay King",270119796,A Delightful Hotel,South End,42.34692,-71.07065,Private room,276.0,1,786,12.16,2,305
36269751,"The Godfrey Hotel Boston, Double Queen",266560394,The Godfrey Hotel,Downtown,42.35445,-71.06176,Private room,271.0,1,14,0.23,1,0
36291586,Luxury Back Bay studio on Prestigious Marlborough,155595193,Michelle,Back Bay,42.35,-71.08718,Entire home/apt,215.0,32,0,0.0,9,271
36370563,"Charlestown houseboat, walk to Boston attractions",3029783,Deborah,Charlestown,42.37482,-71.05098,Entire home/apt,128.0,2,40,0.58,3,307
36551230,Boston Rooftop Retreat,2964887,Chandra,Roxbury,42.32899,-71.09594,Entire home/apt,157.0,2,292,4.33,1,141
36587216,Private Master Suite & Large Livingroom in Boston,10197317,Shannon,South Boston,42.33487,-71.04956,Private room,170.0,29,3,0.13,8,0
36596382,"Bright, spacious, home to call home.",29342116,Brian,Roslindale,42.28767,-71.14229,Entire home/apt,258.0,29,5,0.08,1,69
36621324,"Renovated, Spacious Studio, Near BC, BU, Porch",266312920,STARS Of,Brighton,42.34152,-71.15477,Entire home/apt,192.0,29,6,0.1,15,365
36622810,Boston Harbor 2 bedroom/2 bath with free parking,65820663,Elly,Charlestown,42.3765,-71.05067,Entire home/apt,207.0,2,305,4.53,1,170
36829501,"Back Bay -close to hospitals, colleges and subway!",38997,Michelle,Fenway,42.34591,-71.09201,Entire home/apt,139.0,32,0,0.0,12,317
36977405,A Lovely Private Victorian Studio with Kitchenette,29218948,Aaron & Catherine,Dorchester,42.31583,-71.06822,Private room,113.0,1,182,2.65,3,69
37021350,Elegant & Clean Room close to Subway and Downtown,2707695,Roman,Dorchester,42.3138,-71.05331,Private room,71.0,29,19,0.28,3,102
37068313,"Blueground | S. Boston, gym & doorman, nr t",107434423,Blueground,South Boston,42.34114,-71.04959,Entire home/apt,204.0,32,2,0.04,385,0
37152036,Sonder The Hancock | Superior 1BR Apartment,224829568,Sonder (Boston),Beacon Hill,42.35867,-71.0651,Entire home/apt,234.0,1,155,2.29,19,316
37253472,Sonder The Hancock | Ground-Floor Full Studio,224829568,Sonder (Boston),Beacon Hill,42.36075,-71.06364,Entire home/apt,140.0,1,177,2.77,19,267
37461678,Private basement guest room in a cozy home,82861960,Lelia,Roslindale,42.27507,-71.13524,Private room,57.0,29,64,0.94,1,114
37630538,"Charming Back Bay, Beacon St. Apt. w/ Private Roof",40508782,Rebecca,Back Bay,42.35462,-71.07637,Entire home/apt,286.0,3,135,1.99,1,211
37676016,"Beautiful Big, Victorian house",119019,Hermina,Dorchester,42.298714,-71.059547,Entire home/apt,323.0,1,0,0.0,7,73
37709158,"Blueground | South End, laundry, nr t stops",107434423,Blueground,Back Bay,42.34317,-71.08323,Entire home/apt,173.0,32,1,0.02,385,315
37709576,"North End- Newly Renovated, Prof. Clean, 1bd Apt",697401,Nick,North End,42.36575,-71.05544,Entire home/apt,130.0,29,21,0.33,4,152
37718326,LUXURY CONDO BEST LOCATION IN BOSTON,275833371,Karl,Downtown,42.35473,-71.0622,Entire home/apt,300.0,91,0,0.0,2,365
37749165,LUxury condo in downtown Boston best location,275833371,Karl,Downtown,42.35535,-71.06257,Entire home/apt,300.0,91,0,0.0,2,358
37823144,Boston Studio Near Downtown,233411332,Brittany,Jamaica Plain,42.31665,-71.0999,Entire home/apt,149.0,29,134,2.04,1,189
37968399,Comfortable Boston Bedroom 03,272001812,Antonio,Dorchester,42.31178,-71.06242,Private room,58.0,1,133,1.97,7,149
37968480,Boston Queen Bedroom 204,272001812,Antonio,Dorchester,42.3129,-71.06285,Private room,58.0,1,91,1.35,7,145
38018931,Sonder The Hancock | One-Bedroom Apartment,224829568,Sonder (Boston),Beacon Hill,42.36069,-71.06323,Entire home/apt,258.0,1,93,1.4,19,282
38134488,Studio-Brigham Circle Longwood/HMS/BI/Dana Farber,184906834,Janice,Mission Hill,42.33312,-71.10272,Entire home/apt,116.0,3,242,3.64,4,123
38148436,Private bedroom in South Boston nr Downtown 130-1A,26704689,Mac,South Boston,42.33431,-71.05429,Private room,70.0,91,3,0.05,3,90
38164617,Private bedroom in South Boston nr Downtown 130-1C,26704689,Mac,South Boston,42.33605,-71.05349,Private room,50.0,91,1,0.02,3,90
38178173,"Blueground | S. End, laundry, nr t stops",107434423,Blueground,Back Bay,42.34317,-71.08323,Entire home/apt,172.0,32,1,0.02,385,0
38215747,109S15 | The Strathmore 15 | 1BR 1B w/AC | Private,71783,Lance,Brighton,42.33931,-71.15122,Entire home/apt,99.0,30,13,0.21,57,0
38301053,#B203 private AC full size bed 全楼禁烟Boston,105851798,Anne,Dorchester,42.30781,-71.0653,Private room,53.0,29,9,0.14,12,229
38311023,#B202 Private Room Near Umass Boston,112905339,Weihai,Dorchester,42.30977,-71.06435,Private room,54.0,29,8,0.19,5,242
38377602,Natural Woods Luxury Condo 2300 sq ft,392970,Holly,Roxbury,42.32295,-71.09084,Entire home/apt,483.0,2,35,0.72,1,356
38407434,1863 House Bed and  Breakfast M307 Room 2,32532791,Marie,South End,42.34364,-71.07599,Private room,210.0,3,70,1.05,6,177
38433315,Modern Efficiency Studio Awaits Your Stay!,285344759,Bv,Back Bay,42.34962,-71.07076,Private room,84.0,2,95,1.42,19,0
38513768,"Blueground | S. End, nr shops, restaurants & t",107434423,Blueground,Back Bay,42.34317,-71.08323,Entire home/apt,196.0,32,0,0.0,385,5
38647730,1 Bed Apartment,272593664,Kelly,East Boston,42.38765,-71.00208,Entire home/apt,150.0,29,31,0.46,1,89
38697559,Large Private Bedroom in Unique and Spacious Condo,28299940,Mauryn,Jamaica Plain,42.32021,-71.10979,Private room,145.0,30,0,0.0,1,58
38908913,Room near MBTA Forest Hills w/ private living room,201935605,Sherwin,Roslindale,42.29331,-71.12254,Private room,43.0,29,11,0.17,8,78
38923194,"Room near MBTA Forest Hills, keyless self check-in",201935605,Sherwin,Roslindale,42.29326,-71.12233,Private room,36.0,29,16,0.25,8,0
39004265,Modern Efficiency Studio Awaits Your Stay!,285344759,Bv,Bay Village,42.34927,-71.06947,Private room,106.0,2,57,0.86,19,253
39045406,Beautiful 2 bedroom in historical Fort Hill Boston,69252401,Adler,Roxbury,42.32756,-71.09474,Entire home/apt,172.0,1,318,6.02,1,16
39056629,Spacious Long Term Private Room Close to Downtown,299340250,Teresa & Jonathan,Roxbury,42.32365,-71.06864,Private room,56.0,29,17,0.27,5,78
39199659,Private Designed Bedroom Long Term by Downtown,299340250,Teresa & Jonathan,Roxbury,42.32191,-71.07071,Private room,55.0,29,16,0.26,5,238
39202885,Private Trendy modern escape from home,22096965,Amenata,Hyde Park,42.26181,-71.11513,Entire home/apt,87.0,29,5,0.08,3,63
39281476,"One Bedroom , Top Floor",122568097,Nick,Roxbury,42.32603,-71.09549,Entire home/apt,175.0,91,0,0.0,4,90
39394763,Beautiful 1 Bedroom Condo in Heart of South Boston,39938304,Elizabeth,South Boston,42.33125,-71.04975,Entire home/apt,110.0,31,14,0.22,1,158
39536784,5BR Boston Apartment – Ideal for Families & Groups,271440146,Caleb,Dorchester,42.29823,-71.07104,Entire home/apt,374.0,2,83,1.7,2,357
39632515,Private Room at Brigham Circle/Longwood Medical,281602481,Colby,Mission Hill,42.33412170410156,-71.1026611328125,Private room,69.0,5,1,0.02,2,14
39686073,Luxury Beacon Hill Condo With Private Patio/Garden,305017623,Sean,Beacon Hill,42.35847,-71.07298,Entire home/apt,200.0,32,3,0.19,1,185
39700598,Fully Furnished Long Term Bedroom by Downtown,299340250,Teresa & Jonathan,Roxbury,42.3225,-71.06851,Private room,56.0,29,11,0.24,5,0
39747700,A minute walk from the Red line (Shawmut) Room 1,67637928,Yuki,Dorchester,42.29045,-71.06868,Private room,59.0,32,3,0.05,5,0
39893738,🎖The Ashmont Apartment | Close to Subway/Downtown,102027626,Heriberto,Dorchester,42.28791,-71.06906,Entire home/apt,212.0,2,204,3.26,3,179
39908091,"Blueground | Brighton, a/c, nr hospital",107434423,Blueground,Brighton,42.34965,-71.14948,Entire home/apt,245.0,32,0,0.0,385,316
39966579,201C monthly rental room with private bath BU Med,41932249,Ann,Roxbury,42.32728,-71.0814,Private room,45.0,91,0,0.0,4,90
39971003,Bay Village Suites: Perfect Studio Ready For You!,285344759,Bv,Bay Village,42.34886,-71.07055,Private room,101.0,2,63,1.0,19,285
40023655,Steps away from the Shawmut station!!(room 2),67637928,Yuki,Dorchester,42.29132,-71.06655,Private room,68.0,30,6,0.11,5,229
40035442,"Prices Cannot Be Beat, Perfect Boston Apartment",285344759,Bv,South End,42.34753,-71.0706,Private room,108.0,2,97,1.51,19,260
40283311,Blue Waters - Harbor View,92691757,Melissa,Charlestown,42.3699,-71.06146,Private room,300.0,1,46,1.44,8,33
40287437,Sutton Comfort Room 1,311212997,Elisio,Mattapan,42.28097,-71.08914,Private room,68.0,1,67,1.07,2,3
40299766,Back Bay 1 Bedoom around the corner for Newbury St,38997,Michelle,Back Bay,42.35036,-71.08368,Entire home/apt,124.0,91,0,0.0,12,348
40348580,Monthly Stay in Downtown Boston | Family Favorite!,100148225,Amy,Downtown,42.35471,-71.06173,Entire home/apt,538.0,29,159,4.47,2,290
40439006,Bright Spacious Apt w/ Free On Street Parking,116319471,Greg And Alicia,Dorchester,42.29144,-71.0664,Entire home/apt,105.0,29,13,0.21,2,253
40512451,"Perfect Spot, Affordable Studio!",285344759,Bv,Bay Village,42.34944,-71.07022,Private room,101.0,2,102,1.59,19,281
40593640,"NEW! Boston Condo Near MBTA, 3Mi to Fenway! (U1)",41266357,Frank,Roxbury,42.32009,-71.07521,Entire home/apt,152.0,1,146,2.3,4,280
40594409,"NEW! Boston Condo Near MBTA, 3Mi to Fenway ! (U3)",41266357,Frank,Roxbury,42.32028224048613,-71.07477278128519,Entire home/apt,173.0,2,125,1.96,4,270
40657915,"Private 1 Bdr, 4 minute walk to T near Reservoir",6795408,Vadim,Brighton,42.3386164,-71.1507462,Entire home/apt,138.0,30,0,0.0,1,190
40843926,Studio in Boston with Flexible Cancellations!,285344759,Bv,Bay Village,42.34958,-71.06877,Private room,112.0,2,58,0.92,19,276
40882667,"Perfect Boston Apartment, Book Today & Enjoy!",285344759,Bv,Bay Village,42.34951,-71.06901,Private room,108.0,2,98,1.55,19,249
40919597,The Boxer Boston Deluxe Double,272082418,The Boxer Hotel,Downtown,42.3628,-71.06228,Private room,436.0,1,3,0.07,3,280
40919810,The Boxer Boston Junior Suite Accessible,272082418,The Boxer Hotel,Downtown,42.36333,-71.06136,Private room,462.0,1,4,0.1,3,277
40919826,The Boxer Traditional Accessible King,272082418,The Boxer Hotel,Downtown,42.3646,-71.06347,Private room,355.0,1,33,0.77,3,286
40932844,"Blueground | Downtown, doorman, nr chinatown t",107434423,Blueground,Downtown,42.35892,-71.05416,Entire home/apt,241.0,32,0,0.0,385,83
41186382,Cozy Room in Beacon Hill/MIT/MGH. Walk Everywhere!,95634275,Sophia,West End,42.36145,-71.06411,Private room,100.0,30,11,0.36,6,99
41360515,Delightful Beacon Hill 1 Bed | 1 Bath,3731207,Kaitlyn,Beacon Hill,42.35803,-71.0711,Entire home/apt,155.0,29,28,0.46,3,0
41397978,1863 House Bed and  Breakfast M307 Room 1,32532791,Marie,South End,42.34387,-71.07619,Private room,135.0,3,58,0.95,6,145
41415978,Spacious & Beautiful Entire Apt in Boston,45694133,Dawn-Marie,Dorchester,42.30015,-71.07738,Entire home/apt,128.0,4,38,0.62,2,230
41474462,Boston Brownstone Gem GREAT location on Silverline,228074003,Donna,South End,42.33917,-71.07488,Entire home/apt,91.0,91,2,0.08,1,203
41504985,A Charming South End Apt with Private Garden!,157361364,Leigh,South End,42.34554,-71.07099,Entire home/apt,361.0,3,26,0.42,1,146
41624190,Spacious 1st Floor Private Room Close to Downtown,299340250,Teresa & Jonathan,Roxbury,42.32201,-71.07015,Private room,56.0,29,21,0.38,5,251
41645478,14P.P | The Grand View | 5BR 2B w/AC | Parlor Room,71783,Lance,Dorchester,42.31384,-71.06113,Private room,73.0,30,2,0.03,57,134
41666852,14P.B | The Grand View | 5BR 2B w/AC | Blue Room,71783,Lance,Dorchester,42.31384,-71.06113,Private room,66.0,30,4,0.07,57,67
41708678,"Clean, Contemporary Escape | Near T",149617117,Demetrios,Roxbury,42.32815,-71.09335,Entire home/apt,186.0,30,17,0.27,3,295
41763645,Spacious Egleston Square 2 bedroom (dog friendly),251061257,Mary,Roxbury,42.31608,-71.09664,Entire home/apt,144.0,2,16,0.31,3,14
41785294,"Blueground | Downtown, gym, doorman, nr chinatown",107434423,Blueground,Chinatown,42.35229,-71.05911,Entire home/apt,239.0,32,0,0.0,385,319
41785374,"Blueground | Downtown, gym, doorman, nr station",107434423,Blueground,Chinatown,42.35229,-71.05911,Entire home/apt,239.0,32,0,0.0,385,319
41785889,"Blueground | Downtown, gym, doorman, nr chinatown",107434423,Blueground,Chinatown,42.35229,-71.05911,Entire home/apt,239.0,32,0,0.0,385,288
41876953,230B2.1 | The Roseclair Redline | AC & W/D | Rm #1,71783,Lance,Dorchester,42.32093,-71.05982,Private room,70.0,30,8,0.14,57,147
41876957,230B2.3 | The Roseclair Redline | AC & W/D | Rm #3,71783,Lance,Dorchester,42.32287,-71.0621,Private room,50.0,30,3,0.05,57,164
41903226,"Blueground | Downtown, doorman, nr boston common",107434423,Blueground,Downtown,42.35221,-71.06442,Entire home/apt,186.0,32,0,0.0,385,0
41925155,"Blueground | Back Bay, gym, doorman, nr mall",107434423,Blueground,Back Bay,42.34819239999999,-71.0816562,Entire home/apt,254.0,32,0,0.0,385,0
41949812,Riverway the best of Boston and Brookline!,331970881,Isaac,Mission Hill,42.33358,-71.11114,Entire home/apt,176.0,91,0,0.0,1,287
41953347,"Blueground | Back Bay, gym, doorman, nr mall",107434423,Blueground,Back Bay,42.3491652,-71.0807758,Entire home/apt,279.0,32,1,0.03,385,136
41953381,"Blueground | Back Bay, gym, doorman, nr Esplanade",107434423,Blueground,Back Bay,42.348129,-71.080849,Entire home/apt,277.0,32,1,0.03,385,0
41963580,Amazing 3 Bed Close To Boston With Parking & Yard,5618949,Alan,Roslindale,42.27954,-71.1179,Entire home/apt,79.0,29,14,0.35,13,73
41963633,Awesome 3 Bed Close To Boston With Parking,5618949,Alan,Roslindale,42.27806,-71.11702,Entire home/apt,80.0,29,2,0.04,13,73
41992786,Home Sweet Home,30732884,Jeffery,Dorchester,42.29098,-71.06686,Entire home/apt,176.0,91,4,0.07,2,178
42080145,"Blueground | Beacon Hill, nr boston common",107434423,Blueground,Beacon Hill,42.35941,-71.06744,Entire home/apt,195.0,32,0,0.0,385,5
42080174,"Blueground | Downtown, doorman, nr green line",107434423,Blueground,Downtown,42.35221,-71.06442,Entire home/apt,186.0,32,1,0.05,385,258
42080205,"Blueground | Downtown, w/d, nr boston common",107434423,Blueground,Downtown,42.35221,-71.0639,Entire home/apt,254.0,32,0,0.0,385,294
42195053,"Blueground | Beacon Hill, nr mass state house",107434423,Blueground,Beacon Hill,42.35941,-71.06744,Entire home/apt,190.0,32,0,0.0,385,344
42239298,New England Victorian Oasis,44581223,Andre,Hyde Park,42.25082,-71.11571,Private room,47.0,2,41,0.67,5,336
42355564,The Jazzy Airbnb,287098257,Fredrick,Roxbury,42.3218,-71.07452,Private room,39.0,1,297,4.83,2,154
42358001,Bright and Spacious,10692181,Francisco,Jamaica Plain,42.31074,-71.10035,Private room,151.0,2,71,1.21,5,311
42379429,Bright and comfortable,10692181,Francisco,Jamaica Plain,42.31237,-71.10197,Private room,135.0,2,53,0.89,5,331
42384526,Contemporary home  in Historic Back Bay Boston,35395257,Claire,Back Bay,42.34396743774414,-71.08158874511719,Entire home/apt,900.0,3,58,2.49,1,140
42487067,Boston Three Bedroom Apartment,272001812,Antonio,Dorchester,42.31129,-71.06447,Entire home/apt,300.0,29,1,0.03,7,0
42517503,Charming 3 bedroom suite in the heart of Boston,318064329,Dung,Dorchester,42.28739,-71.05766,Entire home/apt,227.0,1,182,3.96,1,153
42591679,Designed 1st Floor Furnished Bedroom by Downtown,299340250,Teresa & Jonathan,Roxbury,42.32317,-71.06844,Private room,58.0,29,21,0.37,5,295
42708089,"Blueground | Allston, laundry in basement",107434423,Blueground,Brighton,42.3496531,-71.14948140000001,Entire home/apt,174.0,32,1,0.02,385,0
42708127,"Blueground | Allston, laundry in basement",107434423,Blueground,Brighton,42.34983,-71.1494,Entire home/apt,174.0,32,1,0.02,385,280
42708174,"Blueground | Allston, laundry in basement",107434423,Blueground,Brighton,42.34979949999999,-71.1495084,Entire home/apt,175.0,32,0,0.0,385,299
42807059,"4br SouthBoston free parkg nrBeach, 6 min>BCEC",211778142,Maureen,South Boston,42.330814361572266,-71.03656768798828,Entire home/apt,245.0,2,178,5.81,1,203
42834234,Soaring Oasis | near South End,42431392,Frank,Roxbury,42.3295,-71.08817,Entire home/apt,383.0,30,15,0.25,7,319
42834617,Expansive Luxury Triplex | near T,42431392,Frank,Roxbury,42.3294961,-71.0881648,Entire home/apt,438.0,30,11,0.18,7,319
42870400,230B1.1 | The Dorset Redline | 3BR 1B w/AC | Rm #1,71783,Lance,Dorchester,42.32128,-71.06046,Private room,66.0,30,5,0.11,57,224
42915815,High-floor Luxury Building with River Views by MGH,6574212,Jim,West End,42.36548,-71.06833,Private room,114.0,29,21,0.49,3,345
42975758,Comfy Spacious Room Near Harvard BS,194167208,Reina,Allston,42.36283,-71.13054,Private room,81.0,3,128,2.76,2,28
42980478,Comfy Room Near Harvard BS,194167208,Reina,Allston,42.36091,-71.13049,Private room,76.0,3,106,2.19,2,59
43012146,The Green Room,287098257,Fredrick,Roxbury,42.32096,-71.07396,Private room,39.0,1,295,4.98,2,72
43071363,"* NEW Listing * A True GEM in South End , Boston!!",159978864,Santo,South End,42.34488,-71.07195,Entire home/apt,260.0,1,166,2.95,2,307
43205956,The Bostonian Victorian,238705380,Osman,Dorchester,42.29438,-71.06765,Entire home/apt,205.0,91,3,0.09,2,365
43566910,Fort Point Corner of Windows brick & beam loft,16906498,Walker,South Boston Waterfront,42.34843,-71.04859,Entire home/apt,190.0,57,4,0.12,1,123
43673971,BACK BAY STUDIO -3 month minimum requirement,38997,Michelle,Back Bay,42.35214,-71.07704,Entire home/apt,103.0,32,1,0.02,12,348
43757873,4BR - Visit Boston Like a Local!,14561673,Megan,Charlestown,42.38102,-71.06814,Entire home/apt,204.0,12,4,0.09,1,79
43833357,Best of Boston GreenTurtle Houseboat on the Harbor,306011239,Karen,Charlestown,42.3755827,-71.0494657,Entire home/apt,206.0,2,66,1.18,3,271
43899519,New Decor! Cozy Modern Renovated Private Suite!,3335303,Mary,Roxbury,42.31698,-71.09315,Entire home/apt,119.0,2,224,4.03,2,82
43977877,Lovely Boston Back Bay/BV Townhouse  Heart of City,2355815,Francine,Bay Village,42.34991,-71.0674,Entire home/apt,180.0,91,0,0.0,1,113
43994299,Cozy Bedroom for you!,887148,Dawn,Charlestown,42.38318,-71.07211,Private room,99.0,29,1,0.03,3,365
44014524,MODERN DOWNTOWN STUDIO,56359408,Billy,Downtown,42.35055,-71.06486,Entire home/apt,215.0,91,1,0.05,3,280
44053258,"Blueground | Downtown, doorman, nr green line",107434423,Blueground,Downtown,42.35221,-71.06442,Entire home/apt,222.0,32,0,0.0,385,257
44058140,Historic Brownstone with Modern Amenities.,72298155,Rebecca,Roxbury,42.32875,-71.09575,Entire home/apt,800.0,29,60,1.05,2,83
44064171,Charming 1 bed S End Freshly painted new mattress!,62835472,Maja,South End,42.34324049937066,-71.07724019857797,Entire home/apt,374.0,5,12,1.09,2,0
44135040,Travelers Choice Best of Bos Green Turtle II Yacht,306011239,Karen,Charlestown,42.37678,-71.04977,Entire home/apt,475.0,2,73,1.28,3,298
44242670,"Blueground | Back Bay, gym, nr esplanade",107434423,Blueground,Back Bay,42.348633,-71.074088,Entire home/apt,326.0,32,0,0.0,385,2
44340294,Modern Style Cozy Private Apt,3991218,Bleuty,Roslindale,42.27743,-71.1406,Entire home/apt,108.0,2,218,3.89,1,117
44522245,Cozy Apartment in Historic Beacon Hill Area,79365305,Atif,Beacon Hill,42.35885,-71.06812,Entire home/apt,200.0,1,292,5.26,1,90
44549370,"Spacious 1Bed, Boston Coll, Elevator, Roof Deck",31340713,Kama,Brighton,42.33973,-71.14656,Entire home/apt,186.0,90,1,0.02,42,365
44740904,"Blueground | Seaport, gym, pool, & doorman",107434423,Blueground,South Boston Waterfront,42.34906,-71.04471,Entire home/apt,256.0,32,0,0.0,385,338
44776954,"Blueground | Seaport, gym, pool, & doorman",107434423,Blueground,South Boston Waterfront,42.34906,-71.04471,Entire home/apt,256.0,32,0,0.0,385,0
44776967,"Blueground | Seaport, gym, pool, & doorman",107434423,Blueground,South Boston Waterfront,42.34906,-71.04471,Entire home/apt,258.0,32,0,0.0,385,236
44821182,Non smoking Room S:Specious Super Safe QuietClean,165422704,Mimi,Dorchester,42.28583,-71.05558,Private room,58.0,29,17,0.31,3,258
44906627,Ultra Comfy Modern in the Center of the South End,32870796,Jessica Brooke,South End,42.3423,-71.07443,Entire home/apt,130.0,29,11,0.25,4,56
45028281,Clean & Modern Apt Close to Public Transportation,32870796,Jessica Brooke,Jamaica Plain,42.31768,-71.10568,Entire home/apt,84.0,29,15,0.42,4,102
45069092,Stylish 2-bedroom JP Pondside Pad,984499,Milo,Jamaica Plain,42.31677,-71.11427,Entire home/apt,135.0,2,62,1.13,2,180
45095953,"Blueground | Downtown, doorman, nr boston common",107434423,Blueground,Downtown,42.3522052,-71.06442279999999,Entire home/apt,186.0,32,0,0.0,385,304
45096003,"Blueground | Seaport, gym, pool, & doorman",107434423,Blueground,South Boston Waterfront,42.34906,-71.04471,Entire home/apt,258.0,32,0,0.0,385,213
45096017,"Blueground | Seaport, gym, pool, & doorman",107434423,Blueground,South Boston Waterfront,42.34906,-71.04471,Entire home/apt,256.0,32,0,0.0,385,221
45133862,Cozy Studio,127551415,Paul,Brighton,42.34256,-71.15612,Entire home/apt,60.0,91,6,0.13,1,46
45311024,3 Bed 1.5 Bath - Longwood Medical Area / NEU,133927887,Kat,Mission Hill,42.33163,-71.0995,Entire home/apt,140.0,29,0,0.0,14,134
45349044,FOUND Boston Common - Queen Room,365985792,FOUND Hotel,Downtown,42.34887,-71.06596,Private room,225.0,1,510,9.3,2,291
45349148,FOUND Boston Common - Double Queen Room,365985792,FOUND Hotel,Downtown,42.34935,-71.06535,Private room,262.0,1,514,9.37,2,269
45354387,"(H) Cozy bedroom near Harvard, MIT & BU",37035419,Wendy,Allston,42.35681,-71.12865,Private room,54.0,91,3,0.07,9,209
45354534,"(I) Cozy room near Harvard, MIT, BU & prime diners",37035419,Wendy,Allston,42.35907,-71.1301,Private room,55.0,91,5,0.12,9,211
45396288,Practical Private Room #369 A,297860058,Sophia,North End,42.36651,-71.05358,Private room,78.0,91,0,0.0,11,227
45440353,"Luxury apt w/ sauna & deck | by airport, downtown",6107328,Jake,East Boston,42.36682,-71.02931,Entire home/apt,141.0,7,139,2.61,1,175
45493742,Large Loft Steps From Boston Common | Short Stays,365116307,Sean,Downtown,42.35538,-71.06196,Entire home/apt,379.0,1,313,5.8,48,209
45493951,Luxury Furnished Loft near Park Street Station,365116307,Sean,Downtown,42.35514,-71.06191,Entire home/apt,251.0,1,268,4.96,48,201
45494260,Downtown Luxury | Students Welcome | W/D in unit,365116307,Sean,Downtown,42.35726395973094,-71.06179395619714,Entire home/apt,419.0,2,256,4.73,48,227
45501019,Tribeca chic | 2 BR w/private patio | 1500 sqft,188309953,Philip,East Boston,42.37714,-71.03994,Entire home/apt,194.0,2,210,3.93,1,0
45502178,Luxury Loft | Boston Common | Monthly Discount,365116307,Sean,Downtown,42.35558323953741,-71.0605228734014,Entire home/apt,510.0,1,308,5.69,48,183
45531129,Stunning 1 Bedroom in Luxury High Rise with Views,22541573,Furnished Quarters,Fenway,42.34481,-71.08792,Entire home/apt,220.0,32,0,0.0,65,302
45531759,Luxury 4 Bdrm Penthouse Brownstone Duplex,21609039,Susan,Fenway,42.34163,-71.08367,Entire home/apt,950.0,4,46,0.89,3,223
45539554,"Monthly Discounts -Fully Furnished 4br, 2ba Loft",365116307,Sean,Downtown,42.35708,-71.06228,Entire home/apt,573.0,1,256,4.75,48,325
45539765,Keyless Entry | Laundry in Unit | Pet Friendly,365116307,Sean,Downtown,42.35722807237734,-71.06149157569895,Entire home/apt,306.0,1,297,5.49,48,216
45542821,Centrally Located Luxurious Loft | Walk Anywhere!,365116307,Sean,Downtown,42.357308874194494,-71.06218277856146,Entire home/apt,316.0,1,237,4.38,48,233
45543316,"Monthly Discounts - Furnished Luxury 3br, 2ba Loft",365116307,Sean,Downtown,42.35576,-71.06202,Entire home/apt,327.0,1,257,4.78,48,227
45543382,Pet Friendly | Downtown Boston | Elevator + W/D,365116307,Sean,Downtown,42.355235397569416,-71.06091070350858,Entire home/apt,277.0,1,232,4.29,48,239
45641345,Private room  near T-Station,137105899,Ling,Roslindale,42.29309,-71.12205,Private room,36.0,29,7,0.15,3,237
45652898,Modern JP Townhouse w Parking - quiet & convenient,310450960,Cindy,Jamaica Plain,42.30912,-71.11833,Entire home/apt,158.0,1,87,1.67,1,73
45658966,Spacious room with private living room near T,137105899,Ling,Roslindale,42.29156,-71.12194,Private room,50.0,29,5,0.1,3,313
45675549,Lavishly Designed Home | With Office | Close to T,365116307,Sean,Downtown,42.35531,-71.06071,Entire home/apt,337.0,1,230,4.25,48,216
45676233,200mbps speeds - Laundry - Discounted Long Stays,365116307,Sean,Downtown,42.35512,-71.06247,Entire home/apt,298.0,1,281,5.19,48,214
45680010,"Blueground | Symphony, doorman, nr t stop & mfa",107434423,Blueground,Fenway,42.34518,-71.08706,Entire home/apt,235.0,32,1,0.04,385,323
45680018,"Blueground | Symphony, doorman, nr mfa",107434423,Blueground,Fenway,42.34518,-71.08706,Entire home/apt,300.0,32,2,0.13,385,269
