id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
36237250,"Staypineapple Boston, Back Bay King",270119796,A Delightful Hotel,,South End,42.34692,-71.07065,Private room,276,1,786,2025-02-05,12.16,2,305,34,Exempt: This listing is a hotel or motel
36263543,walking into summer,260306464,Tim,,Fenway,42.34504,-71.09446,Private room,,91,0,,,1,0,0,
36269751,"The Godfrey Hotel Boston, Double Queen",266560394,The Godfrey Hotel,,Downtown,42.35445,-71.06176,Private room,271,1,14,2024-09-21,0.23,1,0,1,Exempt: This listing is a hotel or motel
36282491,"Staypineapple Boston, South End Corner King",270119796,A Delightful Hotel,,South End,42.34692,-71.07065,Private room,,1,29,2024-11-29,0.45,2,258,1,Exempt: This listing is a hotel or motel
36291586,Luxury Back Bay studio on Prestigious Marlborough,155595193,Michelle,,Back Bay,42.35,-71.08718,Entire home/apt,215,32,0,,,9,271,0,
36370563,"Charlestown houseboat, walk to Boston attractions",3029783,Deborah,,Charlestown,42.37482,-71.05098,Entire home/apt,128,2,40,2024-12-17,0.58,3,307,7,STR-416892
36529493,Dada’s sweet home in Brookline,112783203,Amanda,,Brighton,42.33738,-71.15112,Private room,,91,1,2019-07-28,0.01,1,0,0,
36551230,Boston Rooftop Retreat,2964887,Chandra,,Roxbury,42.32899,-71.09594,Entire home/apt,157,2,292,2025-02-08,4.33,1,141,46,STR-480856
36558814,"The Whitney Boston, Classic Double Queen",270304636,The  Whitney Hotel,,West End,42.36146,-71.07193,Private room,,1,0,,,1,215,0,Exempt: This listing is a hotel or motel
36587216,Private Master Suite & Large Livingroom in Boston,10197317,Shannon,,South Boston,42.33487,-71.04956,Private room,170,29,3,2023-09-02,0.13,8,0,0,STR-461452
36596382,"Bright, spacious, home to call home.",29342116,Brian,,Roslindale,42.28767,-71.14229,Entire home/apt,258,29,5,2022-10-17,0.08,1,69,0,STR-416681
36621324,"Renovated, Spacious Studio, Near BC, BU, Porch",266312920,STARS Of,,Brighton,42.34152,-71.15477,Entire home/apt,192,29,6,2023-05-28,0.10,15,365,0,Exempt: This listing is a unit used for furnished institutional or business stays
36622810,Boston Harbor 2 bedroom/2 bath with free parking,65820663,Elly,,Charlestown,42.3765,-71.05067,Entire home/apt,207,2,305,2025-03-01,4.53,1,170,59,STR-400340
36636807,"Clean,beautiful room in Brighton -AC and parking .",251933716,Merve,,Brighton,42.35723,-71.16381,Private room,,91,2,2019-07-21,0.03,2,0,0,
36664626,Luxury Amenities - Close to Convention Center,154342968,Sarah,,South Boston Waterfront,42.35031,-71.04704,Entire home/apt,,91,2,2019-08-27,0.03,1,0,0,
36687285,Private condo great for work trips,463127,Janice,,South End,42.33735,-71.07565,Entire home/apt,,91,1,2019-08-14,0.01,1,0,0,
36733785,Master bedroom w/ private bath - close to airport,15943555,Monya,,East Boston,42.38002,-71.04008,Private room,,1,1,2019-08-11,0.01,4,0,0,STR-387383
36766020,Bright room in an amazing location.AC and parking,251933716,Merve,,Brighton,42.35562,-71.16375,Private room,,91,1,2019-08-11,0.01,2,0,0,
36829501,"Back Bay -close to hospitals, colleges and subway!",38997,Michelle,,Fenway,42.34591,-71.09201,Entire home/apt,139,32,0,,,12,317,0,
36977405,A Lovely Private Victorian Studio with Kitchenette,29218948,Aaron & Catherine,,Dorchester,42.31583,-71.06822,Private room,113,1,182,2024-11-10,2.65,3,69,28,STR-445535
37021350,Elegant & Clean Room close to Subway and Downtown,2707695,Roman,,Dorchester,42.3138,-71.05331,Private room,71,29,19,2024-05-19,0.28,3,102,1,STR-408019
37068313,"Blueground | S. Boston, gym & doorman, nr t",107434423,Blueground,,South Boston,42.34114,-71.04959,Entire home/apt,204,32,2,2022-02-05,0.04,385,0,0,
37092569,"Cute, quiet 2br house near South End",266009,Joanie,,Roxbury,42.32469,-71.08392,Entire home/apt,,21,23,2022-11-18,0.34,1,0,0,STR-463246
37145151,Luxury Boston Condo,63009899,Joseph,,East Boston,42.36843,-71.03664,Entire home/apt,,3,17,2023-05-20,0.25,1,56,0,STR-528817
37152036,Sonder The Hancock | Superior 1BR Apartment,224829568,Sonder (Boston),,Beacon Hill,42.35867,-71.0651,Entire home/apt,234,1,155,2025-02-23,2.29,19,316,37,STR-918313
37253472,Sonder The Hancock | Ground-Floor Full Studio,224829568,Sonder (Boston),,Beacon Hill,42.36075,-71.06364,Entire home/apt,140,1,177,2025-02-28,2.77,19,267,38,Exempt: This listing is a hotel or motel
37296051,Back Bay 1 BR with skyline views from EVERY WINDOW,280778187,Danielle,,Back Bay,42.34322,-71.084,Entire home/apt,,91,5,2019-09-29,0.07,1,0,0,
37386681,Brigham Circle Longwood/HMS/BI/Dana Farber,184906834,Janice,,Mission Hill,42.33312,-71.10272,Entire home/apt,,3,86,2024-08-29,1.28,4,0,13,STR-489650
37461678,Private basement guest room in a cozy home,82861960,Lelia,,Roslindale,42.27507,-71.13524,Private room,57,29,64,2024-12-15,0.94,1,114,3,STR446549
37583345,401 W 1st St Unit 403 - OMICRON,41414501,Robert,,South Boston Waterfront,42.33817,-71.04462,Entire home/apt,,91,1,2019-09-14,0.01,1,0,0,
37589402,"Queen Casper Bed, Private Bath Walk to the Airport",8958031,Simon,,East Boston,42.36583,-71.03089,Private room,,29,10,2020-03-06,0.15,2,0,0,STR-408998
37630538,"Charming Back Bay, Beacon St. Apt. w/ Private Roof",40508782,Rebecca,,Back Bay,42.35462,-71.07637,Entire home/apt,286,3,135,2024-11-01,1.99,1,211,21,STR-414144
37676016,"Beautiful Big, Victorian house",119019,Hermina,,Dorchester,42.298714,-71.059547,Entire home/apt,323,1,0,,,7,73,0,STR-492781
37709158,"Blueground | South End, laundry, nr t stops",107434423,Blueground,,Back Bay,42.34317,-71.08323,Entire home/apt,173,32,1,2019-10-31,0.02,385,315,0,
37709576,"North End- Newly Renovated, Prof. Clean, 1bd Apt",697401,Nick,,North End,42.36575,-71.05544,Entire home/apt,130,29,21,2024-10-06,0.33,4,152,4,
37718326,LUXURY CONDO BEST LOCATION IN BOSTON,275833371,Karl,,Downtown,42.35473,-71.0622,Entire home/apt,300,91,0,,,2,365,0,
37748817,Large room 5 mins walk to green T 10 mins to BC,200455160,Mo,,Brighton,42.34274,-71.15441,Private room,,91,0,,,5,0,0,
37749165,LUxury condo in downtown Boston best location,275833371,Karl,,Downtown,42.35535,-71.06257,Entire home/apt,300,91,0,,,2,358,0,
37768013,Casa de Benny,12982278,Benny,,Roxbury,42.32523,-71.08734,Private room,,29,27,2022-09-03,0.40,1,0,0,STR-414006
37823144,Boston Studio Near Downtown,233411332,Brittany,,Jamaica Plain,42.31665,-71.0999,Entire home/apt,149,29,134,2024-06-01,2.04,1,189,1,STR-545184
37834744,Million Dollar South Boston 1 bed,16865734,Cathy,,South Boston Waterfront,42.34387,-71.05602,Entire home/apt,,91,0,,,1,0,0,
37912471,"Ideal for Families 2,500 sq ft Charlestown Home",27180387,Jen,,Charlestown,42.37845,-71.0635,Entire home/apt,,91,0,,,1,0,0,STR-407363
37968399,Comfortable Boston Bedroom 03,272001812,Antonio,,Dorchester,42.31178,-71.06242,Private room,58,1,133,2025-02-26,1.97,7,149,34,STR-541492
37968480,Boston Queen Bedroom 204,272001812,Antonio,,Dorchester,42.3129,-71.06285,Private room,58,1,91,2025-02-26,1.35,7,145,21,STR-541492
38018931,Sonder The Hancock | One-Bedroom Apartment,224829568,Sonder (Boston),,Beacon Hill,42.36069,-71.06323,Entire home/apt,258,1,93,2025-02-11,1.40,19,282,22,Exempt: This listing is a hotel or motel
38134488,Studio-Brigham Circle Longwood/HMS/BI/Dana Farber,184906834,Janice,,Mission Hill,42.33312,-71.10272,Entire home/apt,116,3,242,2025-02-27,3.64,4,123,49,STR-489650
38148436,Private bedroom in South Boston nr Downtown 130-1A,26704689,Mac,,South Boston,42.33431,-71.05429,Private room,70,91,3,2021-05-08,0.05,3,90,0,
38164617,Private bedroom in South Boston nr Downtown 130-1C,26704689,Mac,,South Boston,42.33605,-71.05349,Private room,50,91,1,2019-10-16,0.02,3,90,0,
38168575,Evon | Back Bay Convention CTR | Cozy Studio S9,212359760,Mohammed Radi,,Back Bay,42.34373,-71.08324,Entire home/apt,,29,18,2020-03-23,0.27,165,0,0,Exempt: This listing is a unit used for furnished institutional or business stays
38178173,"Blueground | S. End, laundry, nr t stops",107434423,Blueground,,Back Bay,42.34317,-71.08323,Entire home/apt,172,32,1,2020-06-28,0.02,385,0,0,
38215747,109S15 | The Strathmore 15 | 1BR 1B w/AC | Private,71783,Lance,,Brighton,42.33931,-71.15122,Entire home/apt,99,30,13,2025-01-07,0.21,57,0,6,
38285740,Beautiful South End Unit,291036089,John,,South End,42.33786,-71.06915,Entire home/apt,,91,0,,,1,0,0,Exempt: This listing is a unit used for furnished institutional or business stays
38301053,#B203 private AC full size bed 全楼禁烟Boston,105851798,Anne,,Dorchester,42.30781,-71.0653,Private room,53,29,9,2024-04-24,0.14,12,229,1,
38311023,#B202 Private Room Near Umass Boston,112905339,Weihai,,Dorchester,42.30977,-71.06435,Private room,54,29,8,2024-10-23,0.19,5,242,2,
38352489,Garden Level Oasis (with parking) in The South End,8595979,Jonathan,,South End,42.34101,-71.08103,Entire home/apt,,365,0,,,1,0,0,Exempt: This listing is a unit used for furnished institutional or business stays
38377602,Natural Woods Luxury Condo 2300 sq ft,392970,Holly,,Roxbury,42.32295,-71.09084,Entire home/apt,483,2,35,2024-10-27,0.72,1,356,3,STR-559197
38382899,Lovely place in Jamaica Plain,292283551,Vitanur,,Jamaica Plain,42.32187,-71.10862,Entire home/apt,,29,3,2020-02-23,0.05,5,0,0,Exempt: This listing is a unit used for furnished institutional or business stays
38384895,"Lovely place in Jamaica Plain, Room #1",292283551,Vitanur,,Jamaica Plain,42.32189,-71.10955,Private room,,29,21,2020-03-08,0.31,5,0,0,Exempt: This listing is a unit used for furnished institutional or business stays
38385157,"Lovely place in Jamaica Plain, Room #3",292283551,Vitanur,,Jamaica Plain,42.32194,-71.10799,Private room,,29,8,2020-03-03,0.12,5,0,0,Exempt: This listing is a unit used for furnished institutional or business stays
38385300,"Lovely place in Jamaica Plain, Room #4",292283551,Vitanur,,Jamaica Plain,42.32316,-71.1081,Private room,,29,18,2020-04-11,0.27,5,0,0,Exempt: This listing is a unit used for furnished institutional or business stays
38385513,"Lovely place in Jamaica Plain, Room #5",292283551,Vitanur,,Jamaica Plain,42.32366,-71.10858,Private room,,29,15,2020-04-02,0.22,5,0,0,Exempt: This listing is a unit used for furnished institutional or business stays
38388360,Large room 5 mins to greenT 10 mins to BC,200455160,Mo,,Brighton,42.34237,-71.15418,Private room,,91,0,,,5,0,0,
38391365,1-2 ★ALLSTON★ 3 Mins to Green Line T - Comfortable,290984032,Turana,,Allston,42.35106,-71.13502,Private room,,29,5,2020-04-15,0.08,7,0,0,Exempt: This listing is a unit used for furnished institutional or business stays
38391507,1-3 ★ALLSTON★ 3 Mins to Green Line T - Cozy Room,290984032,Turana,,Allston,42.35072,-71.13462,Private room,,29,3,2020-02-29,0.05,7,0,0,Exempt: This listing is a unit used for furnished institutional or business stays
38401070,1-4 ★ALLSTON★ 3 Mins to Green Line T - Renovated..,290984032,Turana,,Allston,42.34973,-71.1348,Private room,,29,4,2020-01-01,0.06,7,0,0,Exempt: This listing is a unit used for furnished institutional or business stays
38401377,2-1 ★ALLSTON★ 3 Mins to Green Line T - Comfortable,290984032,Turana,,Allston,42.35075,-71.1368,Private room,,29,4,2020-01-19,0.06,7,0,0,Exempt: This listing is a unit used for furnished institutional or business stays
38407434,1863 House Bed and  Breakfast M307 Room 2,32532791,Marie,,South End,42.34364,-71.07599,Private room,210,3,70,2024-11-17,1.05,6,177,9,STR-447997
38412757,2-5 ★ALLSTON★ 3 Mins to Green Line T,218525774,Turana,,Allston,42.34925,-71.13468,Private room,,29,0,,,4,0,0,Exempt: This listing is a unit used for furnished institutional or business stays
38433315,Modern Efficiency Studio Awaits Your Stay!,285344759,Bv,,Back Bay,42.34962,-71.07076,Private room,84,2,95,2024-11-13,1.42,19,0,16,LB-101723
38513768,"Blueground | S. End, nr shops, restaurants & t",107434423,Blueground,,Back Bay,42.34317,-71.08323,Entire home/apt,196,32,0,,,385,5,0,
38647730,1 Bed Apartment,272593664,Kelly,,East Boston,42.38765,-71.00208,Entire home/apt,150,29,31,2024-04-17,0.46,1,89,1,STR-408551
38697559,Large Private Bedroom in Unique and Spacious Condo,28299940,Mauryn,,Jamaica Plain,42.32021,-71.10979,Private room,145,30,0,,,1,58,0,STR-489454
38845207,"One If By Land, Two If By Sea... this is the place",297416224,Andrew,,North End,42.36499,-71.05528,Entire home/apt,,2,32,2024-06-02,0.49,1,0,9,STR-539291
38882321,Boston Getaway,53597553,May,,Downtown,42.35069,-71.06331,Entire home/apt,,183,0,,,1,0,0,
38908913,Room near MBTA Forest Hills w/ private living room,201935605,Sherwin,,Roslindale,42.29331,-71.12254,Private room,43,29,11,2024-12-11,0.17,8,78,3,
38923194,"Room near MBTA Forest Hills, keyless self check-in",201935605,Sherwin,,Roslindale,42.29326,-71.12233,Private room,36,29,16,2025-02-03,0.25,8,0,5,
38971283,Jordan Trade Connection,298551564,Ali,,Jamaica Plain,42.32859,-71.11061,Entire home/apt,,91,0,,,1,0,0,
39004265,Modern Efficiency Studio Awaits Your Stay!,285344759,Bv,,Bay Village,42.34927,-71.06947,Private room,106,2,57,2024-11-09,0.86,19,253,16,LB-101723
39045406,Beautiful 2 bedroom in historical Fort Hill Boston,69252401,Adler,,Roxbury,42.32756,-71.09474,Entire home/apt,172,1,318,2025-03-09,6.02,1,16,73,STR-545030
39056629,Spacious Long Term Private Room Close to Downtown,299340250,Teresa & Jonathan,,Roxbury,42.32365,-71.06864,Private room,56,29,17,2025-02-01,0.27,5,78,2,STR-470482
39129814,Sunny luxurious condo- in downtown and near beach,43870957,Connie,,South Boston,42.33139,-71.0538,Entire home/apt,,29,1,2019-12-02,0.02,1,0,0,STR-411524
39199659,Private Designed Bedroom Long Term by Downtown,299340250,Teresa & Jonathan,,Roxbury,42.32191,-71.07071,Private room,55,29,16,2024-11-27,0.26,5,238,2,STR-470482
39202885,Private Trendy modern escape from home,22096965,Amenata,,Hyde Park,42.26181,-71.11513,Entire home/apt,87,29,5,2022-04-21,0.08,3,63,0,
39250599,Furnished Bedroom in Modern Brighton Townhouse!,127078529,Adina,,Brighton,42.35224,-71.14952,Private room,,29,1,2022-04-01,0.03,1,0,0,Exempt: This listing is a unit that has contracts with hospitals
39281476,"One Bedroom , Top Floor",122568097,Nick,,Roxbury,42.32603,-71.09549,Entire home/apt,175,91,0,,,4,90,0,
39390476,Evon | SouthEnd | Luxury Apt | Boston Medical,212359760,Mohammed Radi,,South End,42.33708,-71.07495,Entire home/apt,,29,14,2020-05-31,0.21,165,0,0,Exempt: This listing is a unit used for furnished institutional or business stays
39394763,Beautiful 1 Bedroom Condo in Heart of South Boston,39938304,Elizabeth,,South Boston,42.33125,-71.04975,Entire home/apt,110,31,14,2024-09-14,0.22,1,158,3,
39536784,5BR Boston Apartment – Ideal for Families & Groups,271440146,Caleb,,Dorchester,42.29823,-71.07104,Entire home/apt,374,2,83,2024-09-29,1.70,2,357,9,STR-469078
39632515,Private Room at Brigham Circle/Longwood Medical,281602481,Colby,,Mission Hill,42.33412170410156,-71.1026611328125,Private room,69,5,1,2019-12-22,0.02,2,14,0,STR-552084
39633100,Modern 2bed/2bath Apt | Close to TD Garden,133407298,Juliana & Ivan,,West End,42.36474,-71.06396,Entire home/apt,,29,13,2020-11-01,0.21,2,0,0,Exempt: This listing is a unit used for furnished institutional or business stays
39633774,Private Room at Brigham Circle on T Subway Station,281602481,Colby,,Mission Hill,42.333675384521484,-71.1024398803711,Private room,,7,3,2024-09-01,0.05,2,0,2,STR-552084
39686073,Luxury Beacon Hill Condo With Private Patio/Garden,305017623,Sean,,Beacon Hill,42.35847,-71.07298,Entire home/apt,200,32,3,2024-12-07,0.19,1,185,2,
39700598,Fully Furnished Long Term Bedroom by Downtown,299340250,Teresa & Jonathan,,Roxbury,42.3225,-71.06851,Private room,56,29,11,2024-05-05,0.24,5,0,1,STR-470482
39747700,A minute walk from the Red line (Shawmut) Room 1,67637928,Yuki,,Dorchester,42.29045,-71.06868,Private room,59,32,3,2021-02-20,0.05,5,0,0,
39772695,"Boston Homestel, Double Bed",305274008,Boston,,Dorchester,42.31943,-71.05405,Private room,,1,12,2020-08-02,0.19,1,0,0,STR-383164
39788966,"Apartment w/Parking, minutes to airport / Downtown",305860570,Joseph,,East Boston,42.38483,-71.01962,Entire home/apt,,2,196,2025-02-16,3.04,1,178,42,STR-461605
39893738,🎖The Ashmont Apartment | Close to Subway/Downtown,102027626,Heriberto,,Dorchester,42.28791,-71.06906,Entire home/apt,212,2,204,2025-02-21,3.26,3,179,58,STR-398049
39908091,"Blueground | Brighton, a/c, nr hospital",107434423,Blueground,,Brighton,42.34965,-71.14948,Entire home/apt,245,32,0,,,385,316,0,
39966579,201C monthly rental room with private bath BU Med,41932249,Ann,,Roxbury,42.32728,-71.0814,Private room,45,91,0,,,4,90,0,
39971003,Bay Village Suites: Perfect Studio Ready For You!,285344759,Bv,,Bay Village,42.34886,-71.07055,Private room,101,2,63,2024-11-24,1.00,19,285,14,LB-101723
39984676,Country home in the city of Boston.,42947943,Emily,,Jamaica Plain,42.30639,-71.13026,Entire home/apt,,300,5,2020-03-09,0.08,1,179,0,STR-416110
40023655,Steps away from the Shawmut station!!(room 2),67637928,Yuki,,Dorchester,42.29132,-71.06655,Private room,68,30,6,2024-08-16,0.11,5,229,1,
40035442,"Prices Cannot Be Beat, Perfect Boston Apartment",285344759,Bv,,South End,42.34753,-71.0706,Private room,108,2,97,2025-01-27,1.51,19,260,28,LB-101724
40173876,Luxurious Boston Penthouse w/roof deck and hot tub,90009360,Anmol,,South End,42.34575,-71.07357,Entire home/apt,,30,0,,,1,1,0,
40283311,Blue Waters - Harbor View,92691757,Melissa,,Charlestown,42.3699,-71.06146,Private room,300,1,46,2024-10-23,1.44,8,33,19,STR-545898
40287437,Sutton Comfort Room 1,311212997,Elisio,,Mattapan,42.28097,-71.08914,Private room,68,1,67,2022-10-23,1.07,2,3,0,STR-447613
40299766,Back Bay 1 Bedoom around the corner for Newbury St,38997,Michelle,,Back Bay,42.35036,-71.08368,Entire home/apt,124,91,0,,,12,348,0,
40348580,Monthly Stay in Downtown Boston | Family Favorite!,100148225,Amy,,Downtown,42.35471,-71.06173,Entire home/apt,538,29,159,2025-01-20,4.47,2,290,42,Exempt: This listing is a unit that has contracts with hospitals
40423797,"Blueground | S. Boston, doorman, nr seaport",107434423,Blueground,,South Boston,42.34114,-71.04959,Entire home/apt,,32,3,2024-12-08,0.07,385,220,1,
40424027,2-2 ★ALLSTON★ 3 Mins to Green Line T,290984032,Turana,,Allston,42.35136,-71.13603,Private room,,29,4,2020-03-16,0.06,7,0,0,Exempt: This listing is a unit used for furnished institutional or business stays
40424417,2-3 ★ALLSTON★ 3 Mins to Green Line T,290984032,Turana,,Allston,42.35122,-71.13456,Private room,,29,3,2020-02-15,0.05,7,0,0,Exempt: This listing is a unit used for furnished institutional or business stays
40439006,Bright Spacious Apt w/ Free On Street Parking,116319471,Greg And Alicia,,Dorchester,42.29144,-71.0664,Entire home/apt,105,29,13,2021-10-24,0.21,2,253,0,STR-416826
40481158,Hospital Haven,235950637,Lorraine,,Mission Hill,42.32947,-71.10791,Private room,,30,20,2025-02-04,0.33,1,47,6,
40512451,"Perfect Spot, Affordable Studio!",285344759,Bv,,Bay Village,42.34944,-71.07022,Private room,101,2,102,2025-02-24,1.59,19,281,31,LB-101723
40538985,Contemporary South End Condo,314025657,Mary,,South End,42.33951,-71.07362,Entire home/apt,,60,7,2023-04-18,0.13,1,0,0,STR-422993
40540109,2-4 ★ALLSTON★ 3 Mins to Green Line T,290984032,Turana,,Allston,42.35115,-71.13544,Private room,,29,2,2020-02-28,0.03,7,0,0,Exempt: This listing is a unit used for furnished institutional or business stays
40593640,"NEW! Boston Condo Near MBTA, 3Mi to Fenway! (U1)",41266357,Frank,,Roxbury,42.32009,-71.07521,Entire home/apt,152,1,146,2025-01-19,2.30,4,280,12,STR-414833
40594409,"NEW! Boston Condo Near MBTA, 3Mi to Fenway ! (U3)",41266357,Frank,,Roxbury,42.32028224048613,-71.07477278128519,Entire home/apt,173,2,125,2024-11-04,1.96,4,270,14,STR-414833
40657915,"Private 1 Bdr, 4 minute walk to T near Reservoir",6795408,Vadim,,Brighton,42.3386164,-71.1507462,Entire home/apt,138,30,0,,,1,190,0,
40677987,"Stately, beautiful home",160205390,Linda,,Jamaica Plain,42.30498,-71.13186,Entire home/apt,,91,0,,,1,0,0,
40843926,Studio in Boston with Flexible Cancellations!,285344759,Bv,,Bay Village,42.34958,-71.06877,Private room,112,2,58,2025-01-29,0.92,19,276,29,LB-101723
40882667,"Perfect Boston Apartment, Book Today & Enjoy!",285344759,Bv,,Bay Village,42.34951,-71.06901,Private room,108,2,98,2025-02-23,1.55,19,249,24,LB-101723
40919597,The Boxer Boston Deluxe Double,272082418,The Boxer Hotel,,Downtown,42.3628,-71.06228,Private room,436,1,3,2022-03-17,0.07,3,280,0,Exempt: This listing is a hotel or motel
40919810,The Boxer Boston Junior Suite Accessible,272082418,The Boxer Hotel,,Downtown,42.36333,-71.06136,Private room,462,1,4,2023-12-04,0.10,3,277,0,Exempt: This listing is a hotel or motel
40919826,The Boxer Traditional Accessible King,272082418,The Boxer Hotel,,Downtown,42.3646,-71.06347,Private room,355,1,33,2025-01-30,0.77,3,286,7,Exempt: This listing is a hotel or motel
40932844,"Blueground | Downtown, doorman, nr chinatown t",107434423,Blueground,,Downtown,42.35892,-71.05416,Entire home/apt,241,32,0,,,385,83,0,
40983705,Sutton Comfort Bedroom 2,311212997,Elisio,,Mattapan,42.28313,-71.08976,Private room,,1,106,2023-04-19,1.69,2,0,0,STR-515264
41186382,Cozy Room in Beacon Hill/MIT/MGH. Walk Everywhere!,95634275,Sophia,,West End,42.36145,-71.06411,Private room,100,30,11,2024-09-21,0.36,6,99,2,Exempt: This listing is a unit used for furnished institutional or business stays
41262612,Guest Room and Private Bath in Meeting House Hill,96043149,Abigail,,Dorchester,42.30394,-71.06477,Private room,,7,87,2024-09-21,1.38,1,0,7,STR-544853
41360515,Delightful Beacon Hill 1 Bed | 1 Bath,3731207,Kaitlyn,,Beacon Hill,42.35803,-71.0711,Entire home/apt,155,29,28,2024-11-12,0.46,3,0,7,
41397978,1863 House Bed and  Breakfast M307 Room 1,32532791,Marie,,South End,42.34387,-71.07619,Private room,135,3,58,2024-10-28,0.95,6,145,10,STR-447997
41415978,Spacious & Beautiful Entire Apt in Boston,45694133,Dawn-Marie,,Dorchester,42.30015,-71.07738,Entire home/apt,128,4,38,2024-10-22,0.62,2,230,9,STR-526268
41474462,Boston Brownstone Gem GREAT location on Silverline,228074003,Donna,,South End,42.33917,-71.07488,Entire home/apt,91,91,2,2024-12-13,0.08,1,203,1,
41504985,A Charming South End Apt with Private Garden!,157361364,Leigh,,South End,42.34554,-71.07099,Entire home/apt,361,3,26,2024-12-09,0.42,1,146,18,STR-581599
41624190,Spacious 1st Floor Private Room Close to Downtown,299340250,Teresa & Jonathan,,Roxbury,42.32201,-71.07015,Private room,56,29,21,2025-03-01,0.38,5,251,7,STR-470482
41645010,14P.T | The Grand View | 5BR 2B w/AC | Twin Room,71783,Lance,,Dorchester,42.31384,-71.06113,Private room,,30,1,2024-09-12,0.16,57,244,1,
41645478,14P.P | The Grand View | 5BR 2B w/AC | Parlor Room,71783,Lance,,Dorchester,42.31384,-71.06113,Private room,73,30,2,2022-03-26,0.03,57,134,0,
41666852,14P.B | The Grand View | 5BR 2B w/AC | Blue Room,71783,Lance,,Dorchester,42.31384,-71.06113,Private room,66,30,4,2023-05-20,0.07,57,67,0,
41706168,14P.M | The Grand View | 5BR 2B w/AC | Master Room,71783,Lance,,Dorchester,42.31384,-71.06113,Private room,,30,5,2025-02-17,0.12,57,159,2,
41708678,"Clean, Contemporary Escape | Near T",149617117,Demetrios,,Roxbury,42.32815,-71.09335,Entire home/apt,186,30,17,2025-02-26,0.27,3,295,11,STR-447259
41763645,Spacious Egleston Square 2 bedroom (dog friendly),251061257,Mary,,Roxbury,42.31608,-71.09664,Entire home/apt,144,2,16,2024-02-25,0.31,3,14,0,STR-528277
41785294,"Blueground | Downtown, gym, doorman, nr chinatown",107434423,Blueground,,Chinatown,42.35229,-71.05911,Entire home/apt,239,32,0,,,385,319,0,
41785374,"Blueground | Downtown, gym, doorman, nr station",107434423,Blueground,,Chinatown,42.35229,-71.05911,Entire home/apt,239,32,0,,,385,319,0,
41785889,"Blueground | Downtown, gym, doorman, nr chinatown",107434423,Blueground,,Chinatown,42.35229,-71.05911,Entire home/apt,239,32,0,,,385,288,0,
41799161,230B2.2 | The Roseclair Redline | AC & W/D | Rm #2,71783,Lance,,Dorchester,42.32139,-71.06023,Private room,,30,12,2023-11-24,0.21,57,229,0,
41876953,230B2.1 | The Roseclair Redline | AC & W/D | Rm #1,71783,Lance,,Dorchester,42.32093,-71.05982,Private room,70,30,8,2024-08-24,0.14,57,147,2,
41876957,230B2.3 | The Roseclair Redline | AC & W/D | Rm #3,71783,Lance,,Dorchester,42.32287,-71.0621,Private room,50,30,3,2023-11-18,0.05,57,164,0,
41878371,Dog Friendly Suite in Egleston Sq Condo,251061257,Mary,,Roxbury,42.31498,-71.09591,Private room,,2,16,2023-09-05,0.28,3,0,0,STR-528277
41903226,"Blueground | Downtown, doorman, nr boston common",107434423,Blueground,,Downtown,42.35221,-71.06442,Entire home/apt,186,32,0,,,385,0,0,
41907280,14P.Y | The Grand View | 5BR 2B w/AC | Yellow Room,71783,Lance,,Dorchester,42.3139,-71.06223,Private room,,29,6,2025-02-06,0.10,57,12,3,
41915144,Brick and beam living in the Historic North End,331562764,Rich,,Downtown,42.36142,-71.05431,Entire home/apt,,92,0,,,1,0,0,
41925155,"Blueground | Back Bay, gym, doorman, nr mall",107434423,Blueground,,Back Bay,42.34819239999999,-71.0816562,Entire home/apt,254,32,0,,,385,0,0,
41949812,Riverway the best of Boston and Brookline!,331970881,Isaac,,Mission Hill,42.33358,-71.11114,Entire home/apt,176,91,0,,,1,287,0,
41953347,"Blueground | Back Bay, gym, doorman, nr mall",107434423,Blueground,,Back Bay,42.3491652,-71.0807758,Entire home/apt,279,32,1,2021-12-21,0.03,385,136,0,
41953381,"Blueground | Back Bay, gym, doorman, nr Esplanade",107434423,Blueground,,Back Bay,42.348129,-71.080849,Entire home/apt,277,32,1,2022-10-02,0.03,385,0,0,
41963580,Amazing 3 Bed Close To Boston With Parking & Yard,5618949,Alan,,Roslindale,42.27954,-71.1179,Entire home/apt,79,29,14,2025-02-28,0.35,13,73,1,STR-419049
41963633,Awesome 3 Bed Close To Boston With Parking,5618949,Alan,,Roslindale,42.27806,-71.11702,Entire home/apt,80,29,2,2024-01-13,0.04,13,73,0,STR-419049
41992786,Home Sweet Home,30732884,Jeffery,,Dorchester,42.29098,-71.06686,Entire home/apt,176,91,4,2024-12-22,0.07,2,178,1,
42080145,"Blueground | Beacon Hill, nr boston common",107434423,Blueground,,Beacon Hill,42.35941,-71.06744,Entire home/apt,195,32,0,,,385,5,0,
42080174,"Blueground | Downtown, doorman, nr green line",107434423,Blueground,,Downtown,42.35221,-71.06442,Entire home/apt,186,32,1,2023-08-16,0.05,385,258,0,
42080205,"Blueground | Downtown, w/d, nr boston common",107434423,Blueground,,Downtown,42.35221,-71.0639,Entire home/apt,254,32,0,,,385,294,0,
